0.738972	9.197948	13.150244	0.553568	
0.120554	1.270583	2.463766	0.551688	
0.047697	0.425699	1.260287	0.551369	
0.028659	0.176206	0.764096	0.551112	
0.021861	0.069630	0.476268	0.527978	
0.018732	0.027947	0.250859	0.399972	
0.016927	0.021138	0.173438	0.286137	
0.012383	0.019584	0.153466	0.216501	
0.007710	0.018775	0.148007	0.170981	
0.005079	0.016779	0.145768	0.140729	
0.003933	0.012947	0.144823	0.110797	
