113828.416464	316133.294904	308706.332247	38.596701	3290326919.867295	20.727933	83.034425	16892.344713	78.480538	77865.884408	
40.250812	668.948168	2050.653662	1.473372	2699.236971	10.684201	15.510246	7522.126469	1.440715	963.115101	
0.073264	0.918887	6.889610	0.159613	53.341273	0.499202	2.861474	185.843786	0.475969	401.820691	
0.005707	0.006409	0.008481	0.009641	2.338944	0.016804	0.363036	2.895080	0.011795	235.137787	
0.001994	0.002071	0.000040	0.000669	0.195337	0.008482	0.045052	0.590482	0.005852	125.357315	
0.001986	0.001845	0.000000	0.000140	0.162589	0.008120	0.006142	0.254744	0.005083	69.881174	
0.001127	0.000963	0.000000	0.000039	0.114885	0.005643	0.001250	0.151496	0.004841	45.433487	
0.000603	0.000634	0.000000	0.000002	0.050401	0.004721	0.000603	0.096824	0.004722	31.820047	
0.000296	0.000519	0.000000	0.000001	0.022876	0.004118	0.000558	0.060995	0.004676	24.657867	
0.000279	0.000475	0.000000	0.000001	0.022783	0.003808	0.000557	0.045631	0.004596	19.702860	
0.000245	0.000475	0.000000	0.000001	0.021610	0.003618	0.000557	0.034011	0.004529	15.579452	
