0.838810	10.419590	14.372313	0.555231	
0.023874	0.104824	0.583022	0.526988	
0.015216	0.034952	0.293305	0.365313	
0.004839	0.023230	0.207159	0.229628	
0.002727	0.013662	0.165200	0.167505	
0.002386	0.011288	0.140693	0.126981	
0.002310	0.009985	0.124617	0.112199	
0.002294	0.008802	0.113000	0.083013	
0.002288	0.008214	0.105184	0.078017	
0.002286	0.007746	0.099193	0.073673	
0.002284	0.007373	0.094454	0.069701	
