0.838810	10.419590	14.372313	0.555231	
0.023679	0.072505	0.675762	0.548865	
0.012026	0.022792	0.318377	0.402512	
0.002723	0.017780	0.221527	0.219636	
0.000418	0.009548	0.174838	0.122953	
0.000228	0.007223	0.145188	0.096415	
0.000189	0.005398	0.125051	0.080523	
0.000182	0.004098	0.107157	0.064842	
0.000179	0.003445	0.094874	0.059294	
0.000177	0.003028	0.088748	0.054394	
0.000178	0.002868	0.083966	0.034761	
