117500.413335	321016.919557	326971.337438	39.792426	3439590546.184445	21.436615	85.631862	17655.760813	80.102027	81078.202670	
232.548973	12425.548990	11863.593845	7.209239	60709.987637	20.537499	38.771351	10103.856335	4.051058	3570.746431	
14.044417	1096.630915	915.673779	0.440879	3815.660840	20.022359	17.425942	6297.873409	1.241197	740.725384	
1.121604	90.515577	75.737873	0.057925	939.931931	19.991418	3.856537	3252.954502	0.905747	396.840351	
0.081512	6.390916	5.252785	0.034377	491.579014	19.988301	1.330041	700.319076	0.176316	273.415628	
0.005060	0.438429	0.346738	0.032874	312.979884	19.987919	0.771613	54.991763	0.018984	202.786253	
0.000334	0.030109	0.023982	0.032799	252.737928	19.987903	0.667469	31.593187	0.008497	168.145234	
0.000023	0.001841	0.001523	0.032799	214.820238	19.987895	0.648769	28.579531	0.007368	144.188429	
0.000001	0.000125	0.000106	0.032799	193.184332	19.987887	0.646886	28.529273	0.007329	132.303755	
0.000000	0.000009	0.000007	0.032799	181.832490	19.987886	0.646779	28.528474	0.007328	128.046523	
0.000000	0.000001	0.000000	0.032799	181.832490	19.987886	0.646779	28.528474	0.007328	128.046523	
