100865.594801	279815.334590	280408.194022	36.805564	2947927364.193248	21.327504	81.570505	16539.011857	71.184935	69176.777009	
10113.059702	31376.943261	32029.741744	10.685735	106091734.532938	20.328605	37.469150	6509.779202	8.932942	8229.625507	
1190.985821	3401.464791	3393.065451	6.039356	4675937.645435	20.102409	23.589507	3862.299573	1.875410	1275.316397	
239.855550	464.624673	435.163669	4.728102	249608.383138	20.040637	17.730588	2810.095660	1.120179	391.789069	
66.885689	108.663402	100.364830	4.145985	26508.905905	20.018640	14.855184	2501.565682	0.982720	174.410096	
24.386885	34.499173	32.118104	3.868701	6063.566690	20.009282	13.237000	2422.080865	0.636620	95.035758	
11.067528	14.421917	13.232230	3.695078	2324.699104	20.004526	12.189549	2379.391888	0.319004	57.695886	
5.763799	6.822152	6.151641	3.600688	1413.950042	20.001962	11.570991	2363.200286	0.167291	38.459514	
3.245659	3.634222	3.208714	3.518198	1065.004570	20.000150	11.090976	2348.289136	0.096082	28.076768	
1.974906	2.018670	1.833111	3.429249	908.210306	19.998422	10.729743	2341.947700	0.059707	20.633029	
1.319439	1.272482	1.172022	3.371010	815.623575	19.995988	10.551831	2340.354305	0.041145	15.466806	
