117500.413335	321016.919557	326971.337438	39.792426	3439590546.184445	21.436615	85.631862	17655.760813	80.102027	81078.202670	
256.247896	34154.820184	28138.576084	10.836861	33861.966375	20.915672	46.048240	12398.425266	9.140608	9160.916651	
27.140678	5478.914731	950.024027	1.392313	1965.822636	15.708061	18.277215	10175.788188	2.363523	1957.721513	
3.575991	734.577495	16.800673	0.206018	381.627058	7.759105	5.412300	7175.036286	1.246051	765.954616	
0.563457	58.165851	0.309255	0.031181	93.849266	3.387693	1.485289	2182.168871	1.026698	461.515430	
0.084045	2.770592	0.005655	0.004766	10.096555	0.802959	0.387277	477.233423	0.527217	327.889899	
0.011221	0.098649	0.000064	0.000736	1.125357	0.103231	0.097300	89.701919	0.128584	250.581572	
0.001559	0.005154	0.000001	0.000139	0.140146	0.017617	0.024377	16.073359	0.027201	203.332635	
0.000260	0.000180	0.000000	0.000002	0.024532	0.003189	0.006111	2.655299	0.008169	162.504276	
0.000033	0.000007	0.000000	0.000000	0.003174	0.000635	0.001486	0.446553	0.005329	133.474472	
0.000005	0.000000	0.000000	0.000000	0.000434	0.000131	0.000331	0.065172	0.004669	111.461612	
