113828.416464	316133.294904	308706.332247	38.596701	3290326919.867295	20.727933	83.034425	16892.344713	78.480538	77865.884408	
12.933681	205.661113	2017.424753	0.869035	1077.808719	20.512772	13.320844	8857.719750	1.224090	771.901858	
0.020286	0.341055	6.658323	0.048982	171.097735	20.464944	3.982533	4380.851360	0.094009	356.338959	
0.003599	0.057066	0.009081	0.033346	150.944881	20.314586	2.474210	3750.023502	0.011423	184.293853	
0.002936	0.032482	0.001491	0.014178	141.359945	20.153855	2.076391	3354.962891	0.009837	86.190444	
0.002570	0.018292	0.000616	0.000286	136.915974	19.952663	1.970043	3066.214670	0.009443	48.982919	
0.001946	0.012188	0.000335	0.000286	134.335539	19.746719	1.899373	2852.371216	0.009274	31.252563	
0.001770	0.007848	0.000268	0.000286	130.368921	19.582426	1.799605	2697.340269	0.009149	23.410192	
0.001311	0.006541	0.000194	0.000286	128.496858	19.480218	1.759885	2659.449612	0.009101	17.830656	
0.001307	0.003769	0.000117	0.000286	126.784953	19.404688	1.680327	2593.940259	0.009070	12.911761	
0.000626	0.002324	0.000089	0.000286	91.641261	19.375610	1.624618	2552.392355	0.009040	9.048032	
