117500.413335	321016.919557	326971.337438	39.792426	3439590546.184445	21.436615	85.631862	17655.760813	80.102027	81078.202670	
309.353441	15643.572457	15197.643597	9.371825	72297.253133	15.329048	27.319505	6116.823515	4.791639	4378.292349	
24.175768	1737.737487	1489.549733	0.735036	2192.154112	10.069924	8.668740	1586.475056	1.387357	890.114368	
2.242427	187.187116	169.902743	0.059140	171.985951	5.649503	1.485131	403.794346	1.001062	479.533359	
0.183388	19.490321	16.984671	0.004887	16.251236	1.907220	0.123993	47.974962	0.328997	331.074668	
0.018160	2.080063	1.554341	0.000497	2.390168	0.542222	0.020092	6.185897	0.046437	252.312889	
0.001682	0.141624	0.190253	0.000148	0.000002	0.001089	0.005602	0.566667	0.006946	200.475412	
0.000124	0.011865	0.011155	0.000137	0.000001	0.000081	0.002039	0.047282	0.004299	164.135850	
0.000011	0.000958	0.000825	0.000137	0.000000	0.000024	0.001165	0.005190	0.004046	135.644468	
0.000001	0.000065	0.000034	0.000137	0.000000	0.000007	0.000917	0.001063	0.004021	114.602833	
0.000000	0.000005	0.000001	0.000137	0.000000	0.000002	0.000870	0.000676	0.004019	99.768561	
