117500.413335	321016.919557	326971.337438	39.792426	3439590546.184445	21.436615	85.631862	17655.760813	80.102027	81078.202670	
12.723504	12287.065696	7116.666018	5.602216	1791.320671	16.997910	31.684894	12901.833551	4.693039	5184.714970	
0.013761	121.726243	310.769858	0.550067	1.859683	4.349162	8.968445	940.543190	1.473626	1172.403522	
0.004949	1.315970	11.501394	0.054827	0.314582	0.584960	2.627002	11.401028	0.977342	595.958078	
0.004001	0.013673	0.195300	0.005003	0.212428	0.034471	0.693425	0.872792	0.197294	374.590757	
0.002261	0.001365	0.002227	0.000474	0.131670	0.005381	0.149628	0.328787	0.015929	250.869298	
0.001780	0.000925	0.000022	0.000067	0.110730	0.002775	0.033065	0.257396	0.007566	159.455583	
0.000856	0.000923	0.000004	0.000045	0.085860	0.002608	0.009835	0.164116	0.005945	97.418142	
0.000595	0.000061	0.000003	0.000033	0.043156	0.000860	0.003612	0.129491	0.005393	66.134285	
0.000580	0.000061	0.000002	0.000018	0.039169	0.000859	0.002007	0.074715	0.004999	46.371811	
0.000558	0.000061	0.000002	0.000016	0.032914	0.000859	0.001606	0.047339	0.004584	34.121287	
